damage,enemies,structures_destroyed,danger_percent
149,17,1,38.48
339,15,4,71.4
128,1,6,60.07
437,35,3,92.13
500,19,3,79.45
57,15,8,81.14
197,2,8,67.7
210,29,6,92.17
44,1,3,28.36
96,34,7,95.93
278,25,2,66.01
534,4,2,64.27
409,1,6,69.35
460,19,8,100.0
390,33,3,92.44
43,33,3,54.26
26,19,0,30.55
96,24,0,37.69
547,19,2,80.17
566,24,6,100.0
218,13,8,79.89
184,43,3,84.23
68,42,1,65.57
129,42,5,84.91
566,38,5,100.0
598,11,8,100.0
333,4,3,50.05
153,1,7,59.95
546,15,2,75.76
78,29,1,44.69
578,42,8,100.0
412,37,5,100.0
545,44,7,100.0
168,41,8,100.0
582,23,0,72.78
514,29,0,68.61
313,36,4,97.27
31,38,8,95.09
286,10,6,73.61
593,13,6,100.0
42,22,1,36.34
0,15,2,35.68
572,20,3,89.05
269,3,1,33.33
179,32,8,100.0
517,13,4,85.41
102,18,6,74.33
9,4,8,58.07
582,35,4,100.0
89,30,5,81.44
225,44,3,95.73
125,17,7,74.36
208,43,0,72.39
96,30,0,44.68
73,29,4,71.11
190,20,8,93.47
55,29,1,46.8
552,40,2,100.0
31,3,7,52.6
526,4,4,74.06
573,40,2,100.0
283,44,5,100.0
493,9,5,89.79
186,26,4,73.99
497,15,4,81.47
441,29,5,100.0
129,12,1,35.45
291,35,5,94.84
113,20,1,33.61
198,44,2,76.01
12,39,1,47.34
270,44,0,69.2
600,14,0,60.08
214,19,8,97.46
443,19,3,77.56
511,44,4,100.0
446,4,6,73.71
73,31,1,48.97
536,5,8,93.93
100,29,3,60.82
175,25,0,52.26
426,36,7,100.0
116,12,3,42.34
165,28,6,88.59
40,4,2,18.91
428,24,8,100.0
343,12,4,74.66
423,23,4,82.87
365,30,2,76.78
119,19,8,85.54
228,7,2,35.9
129,8,1,29.02
351,20,8,100.0
317,19,8,100.0
336,14,3,65.52
272,25,3,70.29
116,41,5,97.82
367,10,8,90.7
93,36,7,100.0
167,40,2,79.06
340,10,5,78.78
151,26,6,82.98
585,29,5,100.0
273,18,2,64.75
553,33,8,100.0
495,37,3,100.0
100,22,1,40.14
556,0,8,92.55
81,2,2,23.98
528,2,5,74.72
72,27,4,63.01
13,13,1,27.01
432,29,0,71.85
156,4,8,69.34
131,14,2,40.96
337,37,6,100.0
403,13,8,98.12
375,13,8,97.59
558,7,5,87.5
106,7,7,61.88
264,18,8,96.4
204,31,2,63.17
78,30,5,72.32
154,28,4,68.98
246,40,6,100.0
530,10,6,98.55
537,44,8,100.0
153,12,0,22.33
153,26,5,77.69
91,18,4,53.32
432,25,3,81.33
337,36,0,64.22
479,8,3,71.31
130,27,6,76.34
449,31,3,92.41
272,2,0,20.37
587,31,0,87.26
176,4,0,17.54
48,7,4,37.7
566,13,6,99.48
354,2,8,83.93
307,23,7,97.71
45,12,1,24.33
301,42,8,100.0
407,28,3,79.36
188,7,4,44.97
128,41,4,88.31
560,30,3,99.08
536,25,5,100.0
265,17,0,35.98
117,17,1,29.38
463,6,3,60.93
143,37,3,78.89
441,15,7,96.55
199,32,8,100.0
156,2,3,31.97
486,37,5,100.0
133,3,3,32.33
147,35,3,68.33
335,3,8,81.32
70,41,3,81.64
232,8,5,67.82
333,39,8,100.0
89,16,2,38.77
333,16,6,86.06
198,32,6,94.51
160,19,0,35.44
537,13,1,66.82
120,21,4,61.63
300,26,7,99.44
574,42,5,100.0
435,2,6,74.36
67,23,2,49.16
458,29,5,100.0
513,7,8,100.0
397,21,2,68.83
285,24,5,79.86
560,9,6,93.65
139,28,4,66.63
555,39,7,100.0
589,0,7,97.44
281,20,5,77.3
577,38,6,100.0
456,23,2,83.55
86,8,6,58.74
78,43,6,95.35
204,25,3,67.53
336,8,3,55.04
253,19,2,53.27
303,34,6,100.0
379,35,4,97.02
129,41,2,72.82
595,35,5,100.0
275,8,5,67.74
557,21,5,100.0
182,0,1,23.0
267,4,6,60.65
321,8,6,76.08
511,36,3,100.0
77,37,5,84.58
338,18,3,66.95
555,7,3,80.64
508,41,5,100.0
237,42,8,100.0
133,31,6,82.71
191,12,1,38.2
355,19,5,86.0
277,35,4,90.38
17,42,5,82.28
523,43,7,100.0
179,36,7,100.0
122,29,2,64.72
245,9,8,78.91
372,30,5,96.04
50,24,6,72.94
70,28,8,90.18
479,23,6,100.0
559,38,8,100.0
18,20,0,14.16
83,40,0,52.25
154,8,2,27.95
564,41,8,100.0
356,41,0,87.3
442,1,0,38.95
68,3,4,38.85
522,7,7,95.34
142,31,1,58.09
191,13,3,43.31
386,12,5,81.93
377,20,0,50.88
580,23,3,91.37
534,17,3,84.64
292,44,8,100.0
8,39,8,99.78
270,25,5,78.65
386,31,7,100.0
92,43,3,82.3
528,32,7,100.0
153,30,2,66.5
404,17,1,55.73
148,34,5,85.17
266,11,4,66.62
421,24,7,100.0
471,44,0,94.7
546,30,2,100.0
525,9,6,92.48
502,33,3,97.15
13,2,4,26.35
363,45,7,100.0
118,38,0,60.15
237,7,0,33.16
545,31,6,100.0
168,42,8,100.0
521,28,3,94.58
515,21,7,100.0
396,19,6,97.98
105,5,1,27.44
84,42,4,79.04
213,28,8,98.48
120,41,8,100.0
131,16,2,46.5
196,30,2,60.14
18,33,1,48.45
11,37,6,81.92
80,36,5,84.9
329,3,4,52.73
391,1,6,74.57
306,11,3,56.55
266,34,4,84.33
446,5,8,93.93
440,45,8,100.0
1,7,3,25.74
519,20,5,99.37
308,45,1,78.05
521,34,2,85.2
468,14,8,96.88
211,6,5,61.89
111,14,7,70.87
7,44,4,77.23
476,5,1,54.36
459,16,6,93.3
252,3,5,57.33
525,21,1,73.8
437,31,5,100.0
235,21,7,90.68
305,26,0,58.69
477,45,3,100.0
19,14,0,16.48
215,43,1,73.93
134,21,0,26.73
128,27,5,76.27
409,41,5,100.0
421,37,0,80.6
293,8,3,52.18
245,33,3,79.12
555,35,7,100.0
85,8,5,45.19
555,14,1,69.18
374,44,4,100.0
445,19,3,77.16
377,7,3,54.35
389,27,7,100.0
50,18,4,54.41
241,15,2,50.73
293,10,3,50.66
562,41,0,92.05
265,7,5,61.86
119,32,3,70.17
247,9,5,56.73
69,17,1,30.16
56,34,4,69.67
381,42,8,100.0
38,2,7,45.73
442,39,2,94.29
17,26,0,31.32
351,27,2,69.33
297,45,7,100.0
282,5,2,39.4
585,13,4,90.38
109,6,1,18.88
179,9,0,25.48
543,14,4,83.01
24,30,4,61.52
56,28,5,71.77
179,41,1,70.96
231,16,8,88.01
342,28,1,66.38
476,43,1,90.37
575,14,4,94.41
454,25,8,100.0
231,11,3,53.79
288,24,5,77.96
212,40,1,69.08
257,4,3,43.52
529,3,8,90.2
228,43,1,79.9
225,40,0,71.82
595,30,3,100.0
434,2,3,52.44
401,2,0,34.95
87,25,3,61.75
583,16,2,77.83
541,9,1,58.31
308,1,3,37.88
342,23,7,100.0
435,10,6,85.72
176,23,8,90.76
138,34,7,98.48
193,22,0,42.45
185,31,1,59.17
217,22,1,49.39
163,33,7,100.0
160,40,3,79.77
524,18,8,100.0
600,1,1,57.96
41,1,3,25.38
209,14,0,33.07
274,20,2,62.82
278,34,5,95.99
250,4,8,73.07
309,42,0,71.26
139,26,4,70.01
545,23,1,74.07
529,6,6,88.27
56,5,3,34.21
111,45,4,90.1
4,32,7,81.33
409,16,1,64.06
413,45,2,100.0
181,41,4,93.75
12,29,3,46.19
338,7,4,62.76
258,39,2,83.81
89,45,8,100.0
249,6,7,66.76
254,5,5,63.64
587,3,0,57.14
107,0,3,19.99
593,14,6,100.0
588,30,4,100.0
484,24,3,85.71
257,32,8,100.0
281,34,7,100.0
87,4,2,22.3
203,4,5,52.67
15,35,3,65.95
150,16,6,77.22
253,13,0,37.99
187,28,0,49.09
328,7,5,65.07
543,33,6,100.0
396,39,8,100.0
516,0,6,79.67
458,28,8,100.0
329,35,8,100.0
168,36,7,99.54
365,28,6,100.0
177,4,2,31.65
361,31,2,74.26
39,23,4,63.99
415,18,6,91.29
354,11,6,84.23
254,0,0,23.69
142,6,7,59.02
576,16,0,61.27
10,33,3,58.69
25,42,1,55.44
420,6,4,73.71
220,16,5,68.5
495,2,3,65.06
236,28,3,74.03
236,21,6,84.14
218,37,3,81.5
486,42,1,100.0
460,28,3,86.6
143,41,6,100.0
188,4,0,14.69
254,29,3,77.75
67,22,5,58.64
335,20,7,95.04
408,25,7,100.0
299,20,8,97.97
356,19,4,76.55
255,22,1,47.75
352,3,2,40.81
520,20,1,74.09
523,20,8,100.0
283,0,5,52.38
311,14,0,46.98
98,16,2,35.16
196,13,6,68.83
481,18,6,97.06
225,33,4,86.06
364,5,2,48.31
367,44,6,100.0
569,5,4,70.14
589,4,5,87.88
74,6,2,25.25
41,32,5,74.64
421,12,6,84.09
180,0,7,56.28
544,12,1,70.42
70,42,1,55.41
567,26,5,100.0
104,6,7,66.94
199,2,4,46.88
100,24,0,35.5
306,32,0,67.87
585,39,8,100.0
376,16,3,69.71
398,44,0,85.54
220,13,7,80.56
594,36,1,99.24
181,22,1,56.16
306,23,0,51.3
521,28,0,74.62
395,37,8,100.0
3,26,0,31.23
280,37,5,100.0
214,39,6,100.0
419,44,3,100.0
100,22,4,60.52
520,30,3,91.91
572,35,3,100.0
308,16,0,44.44
509,36,5,100.0
62,2,6,42.18
225,35,6,100.0
104,4,7,58.29
424,45,6,100.0
254,14,5,61.32
428,5,7,83.46
433,9,2,52.09
206,31,8,98.2
27,22,2,46.08
335,16,3,65.11
587,45,5,100.0
68,19,7,72.99
512,43,2,100.0
166,40,5,95.42
367,14,4,71.64
250,43,4,94.57
169,45,4,91.09
89,21,8,79.41
560,5,6,88.18
445,3,8,90.24
293,22,8,100.0
149,43,5,96.24
131,44,5,95.47
432,18,3,76.58
58,44,7,100.0
198,30,1,60.71
214,43,4,98.54
560,2,0,43.81
471,27,1,74.55
246,2,0,24.69
381,13,5,81.27
238,17,1,43.23
366,26,3,82.43
167,9,4,46.39
559,14,6,100.0
50,18,0,25.49
379,8,4,60.38
473,3,3,59.2
79,14,6,70.85
366,7,6,77.49
460,0,7,91.5
538,6,3,63.96
451,30,3,94.58
463,17,4,73.3
477,11,4,77.36
419,29,2,83.84
213,32,4,84.79
368,6,4,59.44
113,27,7,91.1
502,2,6,79.43
587,42,7,100.0
310,5,4,55.07
468,30,1,75.39
43,37,7,99.62
414,14,8,100.0
245,6,1,37.65
83,42,0,61.22
206,29,5,79.91
150,26,2,61.06
527,16,0,63.37
164,17,5,61.86
144,21,7,84.02
36,25,8,80.79
332,26,5,96.69
402,39,5,100.0
413,23,0,60.36
44,7,4,42.98
401,20,2,62.75
205,28,6,86.0
61,42,8,100.0
419,20,5,98.96
467,2,4,61.48
18,30,6,69.61
364,26,8,100.0
299,45,4,100.0
6,26,4,55.3
427,8,3,62.62
116,32,4,76.73
579,32,6,100.0
506,25,2,84.3
545,27,3,97.64
324,43,8,100.0
54,42,1,60.55
41,30,7,85.75
296,0,8,79.15
230,19,4,64.03
452,11,6,76.28
393,16,5,85.86
521,14,0,62.19
357,33,7,100.0
443,15,8,100.0
127,3,0,11.5
404,7,7,88.22
391,33,2,87.29
192,45,5,100.0
77,24,7,90.42
84,14,4,43.27
29,27,7,80.87
48,8,6,47.74
144,1,6,55.24
68,16,6,57.31
57,9,8,62.02
573,8,5,85.41
478,30,5,100.0
444,1,8,86.34
295,23,5,81.36
170,18,6,73.48
574,16,6,100.0
146,42,1,74.53
483,9,7,97.68
305,27,5,88.0
445,37,3,100.0
220,27,6,90.97
554,0,7,85.94
377,2,0,33.59
265,14,3,59.64
94,9,3,35.07
261,20,8,92.67
70,36,5,81.65
218,14,3,52.3
532,22,0,74.88
91,13,7,71.34
126,14,8,76.32
79,9,4,44.82
237,8,4,59.63
371,43,7,100.0
485,38,7,100.0
24,4,4,32.68
155,24,3,60.84
516,41,5,100.0
529,25,4,97.08
56,7,7,57.08
18,21,8,80.18
383,24,0,63.98
192,11,8,78.64
236,8,8,90.23
386,9,5,82.02
425,9,4,76.12
276,8,6,73.17
226,25,7,100.0
551,34,8,100.0
322,26,8,100.0
152,30,2,59.06
236,18,7,81.97
54,42,0,55.21
435,37,6,100.0
108,5,4,41.44
183,14,1,37.89
367,28,1,69.99
197,44,7,100.0
370,4,4,62.88
372,13,2,62.05
496,1,0,41.64
598,22,6,100.0
200,43,2,73.34
508,45,6,100.0
321,18,1,51.65
274,23,3,66.55
210,19,1,47.08
503,26,3,93.14
117,23,4,65.67
553,16,7,100.0
41,24,1,44.58
314,45,2,88.88
328,30,4,92.11
16,27,8,84.14
282,27,4,80.41
257,21,8,93.38
574,4,3,63.45
573,43,4,100.0
18,41,8,98.82
528,7,3,73.85
422,37,4,100.0
465,27,4,96.83
372,11,3,67.93
80,24,3,48.76
550,37,4,100.0
547,43,5,100.0
423,14,6,90.89
428,43,5,100.0
387,40,0,82.43
203,33,1,62.73
195,44,6,100.0
284,12,2,51.44
195,7,1,24.62
306,12,5,70.75
13,35,3,63.53
145,5,4,45.43
56,37,5,77.68
209,31,2,61.84
528,20,0,65.3
343,43,2,99.91
278,43,2,83.56
208,6,5,61.04
334,25,3,82.56
287,14,6,78.94
251,41,1,73.06
264,22,3,69.07
270,37,7,100.0
418,40,5,100.0
210,14,2,43.96
364,39,1,84.23
75,15,2,40.73
320,31,0,61.51
432,36,0,77.48
108,17,1,38.21
521,19,2,76.79
46,45,8,100.0
378,1,7,73.92
95,22,8,82.91
102,29,6,92.64
145,2,6,52.22
26,45,4,87.54
529,38,6,100.0
81,0,3,25.25
427,40,4,100.0
583,21,0,72.25
478,28,3,84.89
161,13,2,35.27
401,27,1,71.18
507,20,1,69.36
37,44,7,100.0
510,31,0,77.05
392,5,7,90.66
493,0,8,89.53
199,20,5,80.07
254,3,0,25.95
178,2,6,57.89
546,29,4,100.0
593,30,8,100.0
388,33,6,100.0
397,18,4,78.78
157,19,1,40.5
3,22,3,45.15
166,39,1,73.06
467,24,8,100.0
408,14,1,61.73
411,37,1,85.03
203,22,1,49.3
193,1,0,18.34
234,14,8,91.8
149,43,7,100.0
158,34,1,65.41
278,9,1,41.0
403,13,4,64.21
310,26,3,79.03
67,13,1,22.37
462,34,7,100.0
87,32,7,94.47
216,0,3,38.1
0,33,3,61.27
134,18,8,88.72
350,23,3,73.12
139,41,8,100.0
132,3,2,31.81
177,35,1,69.7
357,12,7,84.04
379,31,2,82.15
449,8,1,48.17
585,38,7,100.0
462,15,7,100.0
107,2,4,37.27
121,19,8,89.06
16,9,5,43.2
195,21,4,66.26
326,2,2,42.33
317,10,6,72.91
478,24,8,100.0
251,41,3,93.24
502,7,6,85.36
118,8,2,36.77
497,14,1,65.49
485,31,0,69.81
44,2,5,40.54
313,3,4,56.73
178,29,1,57.23
417,12,2,60.19
555,43,8,100.0
77,20,2,48.54
325,40,6,100.0
356,45,0,78.95
415,18,6,95.63
514,38,8,100.0
213,21,7,83.94
73,19,6,66.14
562,36,7,100.0
578,30,3,98.09
508,9,1,61.17
331,17,8,98.42
92,42,2,75.77
518,38,3,100.0
268,45,6,100.0
375,19,1,59.9
3,17,7,73.56
137,10,7,70.58
230,21,4,82.46
599,43,8,100.0
528,17,7,100.0
51,33,0,35.06
324,22,8,100.0
276,0,4,48.75
535,9,8,100.0
485,0,8,90.25
515,37,2,98.33
151,38,7,100.0
482,8,6,95.52
258,30,6,94.16
323,6,1,40.22
167,16,1,37.44
309,34,1,75.15
478,36,1,88.65
55,17,3,43.18
472,32,6,100.0
295,3,1,34.67
460,22,4,87.96
323,10,6,76.6
140,8,8,68.07
261,29,7,100.0
419,7,8,97.35
240,39,6,100.0
354,4,2,50.71
588,11,0,62.61
179,0,6,48.75
65,14,5,61.87
347,24,1,59.35
170,17,0,32.93
473,37,3,100.0
533,41,3,100.0
366,45,5,100.0
106,25,4,62.88
438,39,8,100.0
226,2,7,76.12
443,21,8,100.0
441,25,6,100.0
395,18,8,100.0
580,43,2,100.0
83,43,8,100.0
550,38,1,96.04
12,35,8,96.49
492,20,5,100.0
267,40,3,86.48
524,25,1,78.59
119,12,2,34.33
352,35,4,97.34
56,23,8,81.81
39,40,6,88.02
335,25,2,63.96
172,20,3,57.65
546,17,1,72.3
258,14,7,90.38
516,14,5,92.46
522,5,2,58.96
116,42,4,80.24
183,30,4,71.75
115,27,0,36.42
161,7,4,54.79
578,28,5,100.0
542,20,1,71.53
586,16,2,75.24
236,23,4,69.06
65,35,2,57.76
69,30,4,72.79
446,33,4,100.0
415,1,7,74.11
531,41,8,100.0
440,2,7,78.54
463,29,2,82.48
395,7,0,45.24
550,6,2,65.86
556,11,0,55.8
394,18,8,100.0
325,25,2,65.13
90,27,7,81.47
69,14,5,54.85
165,13,2,42.56
213,13,8,84.05
600,2,7,95.74
334,28,2,69.12
368,5,6,75.61
583,22,4,100.0
48,27,1,42.09
51,13,7,64.45
288,13,0,38.97
238,19,3,65.81
132,12,3,40.88
165,26,4,76.2
373,34,3,91.82
372,44,0,82.67
477,1,6,83.21
478,40,1,88.01
590,44,2,100.0
299,39,4,98.44
81,23,7,75.84
86,28,7,87.82
224,2,1,27.95
15,44,8,100.0
357,3,5,68.11
162,1,8,63.87
513,19,3,84.42
349,14,2,57.19
463,31,4,97.78
374,41,4,100.0
91,0,3,25.95
180,37,6,91.91
300,34,7,100.0
188,6,4,51.4
313,44,8,100.0
492,12,6,93.88
127,0,6,49.38
518,13,7,100.0
425,28,3,94.93
558,2,5,80.26
564,45,4,100.0
186,23,0,43.62
549,0,8,94.99
452,9,1,53.38
470,12,5,90.33
564,35,7,100.0
223,8,2,48.25
153,13,4,54.73
559,35,6,100.0
350,9,3,56.54
146,39,4,79.73
575,22,0,75.47
348,34,3,85.8
181,6,6,48.46
178,41,6,100.0
38,34,3,61.06
2,1,5,31.55
63,14,4,54.53
28,8,0,7.01
371,16,7,98.93
522,38,6,100.0
96,17,4,48.78
441,14,6,97.9
202,17,2,53.25
410,23,7,100.0
20,22,4,55.47
550,11,1,66.1
101,22,1,36.05
45,20,3,47.55
65,25,6,70.48
163,7,3,35.38
110,29,8,97.24
337,33,1,77.69
122,1,5,41.93
446,4,3,59.13
290,30,5,87.15
411,32,8,100.0
280,3,8,81.04
42,5,8,64.53
485,22,8,100.0
595,44,2,100.0
50,18,8,75.0
209,42,2,83.3
125,44,2,79.05
491,7,4,72.99
508,38,5,100.0
580,12,8,100.0
257,0,0,19.12
187,5,7,69.44
229,6,3,44.47
188,26,6,81.05
414,14,5,88.87
9,33,5,73.3
113,22,6,71.6
75,23,3,47.54
501,14,5,84.22
84,34,2,59.03
48,3,4,41.14
494,43,1,95.28
386,36,2,92.87
388,16,8,100.0
217,30,5,81.14
345,37,2,83.11
229,9,1,30.5
254,26,4,74.1
235,41,4,90.46
25,5,0,0.38
583,5,2,71.69
260,14,6,77.44
270,3,8,74.45
122,39,4,83.45
256,6,3,43.84
420,44,2,88.72
258,25,8,100.0
46,30,6,79.44
524,1,6,79.76
207,27,7,86.72
310,41,0,68.02
148,12,3,52.36
437,17,4,87.37
154,29,4,76.13
89,10,0,14.66
357,12,2,62.0
173,23,1,49.74
216,28,6,92.5
455,4,4,68.98
198,34,2,63.61
485,18,7,100.0
532,12,0,54.92
199,4,0,23.29
370,43,5,100.0
447,13,0,50.66
247,37,3,82.95
263,21,5,81.91
57,8,0,16.86
301,39,8,100.0
30,25,3,57.69
497,44,8,100.0
248,4,8,81.01
270,28,5,85.5
393,21,6,96.3
501,2,0,43.38
591,27,4,100.0
83,37,2,66.74
364,13,5,78.79
548,13,3,82.07
341,42,8,100.0
406,10,6,78.42
424,8,3,64.1
92,37,5,82.0
411,43,1,86.54
431,5,2,52.32
158,0,6,52.37
13,24,3,50.34
372,15,6,90.98
224,14,8,91.95
504,33,4,100.0
72,16,0,27.03
248,2,4,48.62
510,2,5,78.77
215,36,1,68.85
540,16,7,100.0
219,37,1,77.03
220,0,8,67.42
388,6,1,50.56
553,25,2,81.82
41,38,7,97.63
282,18,5,82.41
57,29,0,31.73
536,42,3,100.0
72,13,4,50.22
128,12,2,38.65
598,19,0,72.15
425,25,2,77.54
124,26,8,88.74
66,24,1,50.05
5,8,0,7.99
313,40,6,100.0
325,11,6,75.61
564,9,4,72.82
577,5,1,54.96
505,33,0,74.21
81,40,4,84.85
598,18,3,86.51
1,5,8,56.02
203,1,4,39.18
403,14,1,55.92
102,16,3,43.99
535,15,8,100.0
367,27,7,100.0
211,20,2,51.59
576,7,7,100.0
208,9,1,33.97
116,9,2,33.17
477,9,4,69.11
104,8,7,63.14
494,27,0,73.21
45,23,3,56.03
330,18,0,44.99
215,32,0,64.71
491,3,4,71.11
448,2,5,64.66
535,41,0,88.62
510,11,5,92.18
457,17,4,87.93
546,22,3,89.65
535,19,4,92.2
539,5,7,89.96
483,33,8,100.0
15,41,1,52.95
570,1,5,82.68
242,29,2,72.57
206,8,1,32.77
270,26,0,56.67
114,41,3,85.21
579,33,7,100.0
298,39,2,82.94
482,23,4,91.89
396,16,4,73.91
393,28,4,87.98
74,35,8,100.0
481,11,7,96.52
102,30,7,90.97
296,8,0,27.32
177,18,0,35.39
214,45,1,81.74
314,45,7,100.0
38,16,0,22.31
258,1,3,33.92
6,39,8,94.06
48,4,1,18.37
537,38,2,100.0
160,15,5,70.59
175,16,2,47.93
590,26,3,100.0
1,6,8,54.97
454,7,8,95.18
275,7,4,53.47
497,22,6,100.0
27,31,8,94.02
332,42,7,100.0
0,17,6,61.0
187,37,7,100.0
55,11,4,44.92
546,14,4,78.83
111,27,4,72.57
309,37,0,63.93
35,30,5,66.82
438,8,4,71.1
591,7,7,100.0
594,45,7,100.0
576,18,1,69.74
324,7,5,71.35
306,33,5,89.84
533,3,2,53.31
108,30,0,44.21
371,37,6,100.0
356,2,4,61.77
180,34,4,76.49
355,18,7,100.0
67,42,4,85.9
291,28,4,87.82
180,9,0,32.75
465,11,1,57.22
433,45,4,100.0
463,29,6,100.0
533,29,2,88.17
65,17,0,22.76
20,23,1,36.3
383,31,2,79.59
558,8,8,100.0
38,23,7,75.16
284,25,3,74.42
596,2,7,99.41
335,22,8,98.79
187,10,2,38.75
242,9,5,62.09
72,35,7,88.53
478,12,6,91.16
560,28,8,100.0
100,37,6,93.48
513,12,0,55.75
175,25,8,92.48
237,19,4,75.81
58,4,5,45.26
98,19,1,39.35
494,13,1,65.64
513,44,3,100.0
296,13,3,63.93
210,7,4,51.43
122,12,6,63.17
228,23,0,48.38
593,14,3,90.05
387,0,8,89.01
139,21,7,84.19
540,33,2,97.87
390,39,5,100.0
269,2,8,79.86
11,25,7,81.57
388,13,6,84.69
336,40,6,100.0
505,7,0,50.17
105,15,4,55.0
31,41,6,96.21
73,20,1,39.33
170,9,5,60.56
68,24,1,39.18
361,37,2,92.27
432,21,0,62.54
99,45,2,75.42
8,3,6,47.64
573,3,4,85.79
28,29,3,51.86
113,1,7,52.53
461,28,7,100.0
142,42,0,63.47
389,35,8,100.0
156,20,8,88.02
334,20,1,62.05
259,20,1,61.66
81,3,7,52.92
440,0,5,67.31
171,25,2,55.28
230,1,1,29.03
74,8,4,46.41
269,44,7,100.0
61,17,5,60.85
319,41,2,97.8
101,40,8,100.0
428,10,7,88.4
254,24,5,87.5
531,25,0,72.97
569,35,1,88.52
111,41,3,76.32
312,34,1,73.28
460,37,2,91.62
461,2,7,80.72
91,40,8,100.0
51,34,5,73.12
519,39,3,100.0
97,21,1,31.68
235,7,6,66.56
373,14,6,87.72
580,44,8,100.0
556,6,4,82.05
233,18,3,54.26
31,39,5,78.98
288,41,1,77.42
578,16,1,74.79
541,0,8,96.15
113,44,6,100.0
203,28,6,85.62
28,12,4,37.06
473,28,6,100.0
252,40,8,100.0
385,41,4,100.0
61,5,8,58.97
514,4,0,37.64
429,33,2,85.42
579,10,6,100.0
536,8,3,67.09
140,37,1,64.4
299,39,2,86.77
310,40,6,100.0
470,8,7,91.79
392,7,8,98.07
444,43,5,100.0
171,39,8,100.0
575,2,3,69.56
30,12,4,40.06
46,18,0,29.73
129,33,8,100.0
351,31,8,100.0
580,15,8,100.0
57,35,2,55.56
105,17,7,68.89
329,13,2,53.41
382,29,5,97.51
161,1,4,44.33
285,12,7,86.39
70,26,2,50.54
453,16,0,60.2
566,30,8,100.0
396,14,8,100.0
514,19,2,73.76
25,4,1,18.26
312,6,3,51.61
125,17,7,67.91
407,10,5,79.98
564,31,0,85.56
197,26,7,90.63
187,25,4,69.47
483,36,5,100.0
449,44,4,100.0
522,27,4,90.7
353,1,2,47.65
596,19,3,86.68
99,3,4,44.94
557,12,1,70.94
555,23,5,100.0
277,37,1,70.46
490,39,3,99.07
254,44,0,68.77
380,28,3,81.71
541,35,6,100.0
263,1,7,65.84
328,40,1,79.93
114,17,2,37.34
275,7,0,26.24
487,14,6,93.88
280,40,3,91.33
274,16,7,83.06
327,22,4,79.73
210,1,8,70.55
551,5,5,82.77
25,28,1,39.49
26,26,0,27.95
82,36,0,56.55
412,33,8,100.0
166,17,0,37.7
168,41,2,75.31
228,9,1,34.88
366,37,3,95.14
527,43,0,86.42
537,16,0,57.7
523,12,3,72.55
71,41,3,72.56
105,26,6,75.08
281,1,7,70.51
132,33,7,95.99
533,30,7,100.0
268,22,8,100.0
411,6,0,35.03
17,37,8,98.35
116,32,7,93.76
143,11,0,24.58
550,44,6,100.0
421,11,8,95.21
368,18,3,71.5
557,8,8,100.0
49,9,0,15.36
105,16,8,78.62
215,39,5,97.07
424,38,3,95.21
71,40,4,80.31
445,9,6,81.88
185,11,3,48.14
69,14,7,73.18
149,30,2,61.96
245,14,1,44.19
537,27,0,78.63
98,3,5,38.33
277,35,1,77.54
562,0,7,86.24
454,43,3,100.0
103,33,8,100.0
600,16,3,83.09
232,38,3,87.7
393,37,7,100.0
500,43,7,100.0
250,32,4,85.17
520,20,2,78.17
78,25,1,40.68
51,45,8,100.0
225,35,8,100.0
50,4,4,33.7
185,32,7,99.75
33,0,6,35.95
130,5,2,28.44
442,36,4,100.0
431,1,8,90.38
496,4,3,56.54
402,25,2,77.99
322,40,6,100.0
209,12,7,75.88
328,11,4,55.98
371,4,7,85.95
459,1,4,64.63
132,3,8,60.03
120,26,6,81.3
451,9,4,74.26
128,12,8,81.53
90,43,4,83.56
574,1,7,92.67
28,25,3,49.17
523,14,8,100.0
332,45,5,100.0
296,9,5,63.41
129,21,2,48.25
292,39,2,78.26
172,24,3,68.47
23,14,0,26.35
98,12,5,52.93
405,7,0,35.25
355,20,3,73.25
138,20,6,72.11
502,21,5,100.0
173,45,7,100.0
28,32,3,62.32
495,44,8,100.0
350,26,7,100.0
553,39,4,100.0
298,21,5,85.05
191,29,4,76.43
63,8,5,47.53
214,44,0,66.43
165,34,3,78.08
542,17,8,100.0
231,41,3,85.54
540,4,1,54.0
194,26,5,84.88
505,5,1,48.37
333,31,2,79.26
303,7,6,69.41
436,38,3,100.0
322,20,0,50.01
501,17,8,100.0
392,13,5,76.41
598,14,8,100.0
148,41,2,73.1
404,25,4,89.37
282,43,8,100.0
361,31,5,100.0
378,38,1,81.5
197,27,0,39.83
555,38,8,100.0
355,42,0,75.27
539,31,4,100.0
428,12,0,54.85
16,14,4,51.17
378,17,4,74.34
505,38,6,100.0
75,5,6,48.79
230,10,0,29.25
247,31,8,100.0
301,39,0,63.98
214,19,4,66.3
157,32,6,91.11
68,39,7,95.06
392,7,1,50.61
84,34,0,45.78
266,4,3,43.03
68,34,3,67.85
346,13,5,69.61
422,20,0,61.39
173,23,0,39.83
114,16,2,45.28
219,17,4,69.07
30,33,5,77.06
522,11,4,77.71
342,15,4,66.36
376,3,8,79.94
129,24,1,50.03
538,33,0,82.1
1,27,5,62.58
100,45,8,100.0
532,10,6,97.88
57,12,7,67.57
388,30,4,94.79
